,en,yb,yb_b,word_type,word_type_label
2382,examine,lekʉ’te - ŋ́kʉ’tē,kʉ’tɛ̄,1,verb
2385,examine (present),lena," lina - ńna, naā",1,verb
2387,exceed,liswagli," leswakne - éswaknē, swaknɛ̄ (ńswaglī, swaglā)",1,verb
2391,excel,leka’ - ŋ́ka’,ka’a,1,verb
2392,exchange,lekumne," likupli - ŋ́kúmnɛ́, kúmnɛ́ (ŋ́kúplí, kúplá)",1,verb
2394,excitement,além,,0,noun
2395,excrement,lezɛ̄t,lizɛ̄t,0,noun
2396,execrate (sick),atek,atekɛ,0,noun
2398,exit,leto," litūŋ - ńtó, túɔ́ (ńtúŋ, túŋó)",1,verb
2400,expand,lefāŋ,lifāŋ,2,adjective
2401,expand (grow),likwi’li," letswi’ne - útswi’nē, tswi’nɛ̄ (ŋ́kwi’lī, kwi’lā)",1,verb
2409,expect,lepip," lipyɔ̄b - ḿbíp, pípɛ́ (ḿbyɔ̄b, pyɔ̄bá)",1,verb
2412,explain,like’ti," lekɛ’te - ŋ́kɛ́’té, kɛ́t’ɛ́ (ŋ́ké’tí, ké’tá)",1,verb
2416,explanation,ate’ti,atɛ’te,0,noun
2418,exploit (s),levho,livhɔ,0,noun
2420,express aloud her joy and Standoff,lekwɛ’," likwe’ - ŋ́kwɛ’, kwɛ’ɛ̄ (ŋ́kwe’, kwe’ē)",1,verb
2422,express the joy,leka’te," lika’ti - ŋ́ka’tē, ka’tɛ̄ (ŋ́ka ’t ī, ka’tā)",1,verb
2423,expresses surprise,opɔ,,7,interjection
2424,expresses the negation,te,,6,conjonction
2425,expression (proverb),asoŋli lipu’ / likit,ashuŋnɛ-lēpú’,0,noun
2427,expression of protest or challenge,a,,7,interjection
2428,expression of resignation and compassion,asɛ,,7,interjection
2429,extend,lesaŋte," lisaŋti - ésaŋtē, saŋtɛ̄ (ńsaŋtī, saŋtā)",1,verb
2433,extend (anoint),letswɛ̄t," lizɔ̄’ - ńtswɛ́t, tswɛ́ttɛ́ (ńzɔ̄’, zɔ̄’á)",1,verb
2435,extend (spread),lesaŋte," lisaŋti - ésaŋtē, saŋtɛ̄ (ńsaŋtī, saŋtā)",1,verb
2436,extended (large),kekɔ’ɔ,kukɔ ’ɔ,2,adjective
2438,extended (wide),lefāŋ,lifāŋ,2,adjective
2440,extension,ajuŋ,,0,noun
2441,extinguish,lepīk," lipīk - ḿbík, píkɛ́ (ḿbík, pígá)",1,verb
2442,extract with an instrument,letɔŋte," litɔŋti - ńtɔŋtē, tɔŋtɛ̄ ( ńtɔŋtī, tɔŋtā)",1,verb
2443,extraordinary,lemaŋ,limaŋ,0,noun
2444,eye,lezēk,lizēk,0,noun
2445,eyebrow,ngwat-nnek,ŋgwuŋgwɛ́t,0,noun
2447,eyelid,akup lizek,akupɔlēzēk,0,noun
2449,fabricate,lelupte," lilupti - ńdʉptē, lʉptɛ̄ (ńduptī, lúptā)",1,verb
2450,face,eshhʉ̄,,0,noun
2452,face mystically,lekwa’ne," likwa ’li - ŋ́kwa’nē, kwa’nɛ̄ (ŋ́kwa’lī, kwa’lā)",1,verb
2453,fail,lefɔ̄t - éfɔ́t,fɔ́tɔ́,1,verb
2454,failure (default),alɔ́’,,0,noun
2455,failure (fault),mefa,,0,noun
2456,faint,ligwhʉ," lewhʉ - ŋ́gwhʉ, whʉɛ̄ (ŋ́gwhʉ, gwhʉē)",1,verb
2458,fairly,adv. ndeŋ ndeŋ,,2,adjective
2459,fairy,esī tepɔŋ,esitipɔŋ,0,noun
2461,fall,ligwhʉ," lewhʉ - ŋ́gwhʉ, whʉɛ̄ (ŋ́gwhʉ, gwhʉē)",1,verb
2466,Fall (loss),pii,pi,0,noun
2467,Fame (fame),lipe,lepɛ,0,noun
2469,family,atseŋɛ ŋ̄gyá,,0,noun
2470,family (home),ŋgyā,,0,noun
2471,family (household),litshɛ́ ḿmok,letshiɛ́ ḿmōk,0,noun
2473,family ties,afat,afɛ̄t,0,noun
2475,famine,afuɔne,afʉeli,0,noun
2479,farewell,ala’ne,,0,noun
2480,farm (brave),lesek," lisek - ések, sekɛ̄ (ńsek, segǝ̄)",1,verb
2481,farm (land),esī,,0,noun
2485,farmer,njʉ’ŋgɔŋ,,0,noun
2487,farmer (farmer),njʉ’ŋgɔŋ,,0,noun
2492,fart,esesoh,esiswhɛ,0,noun
2494,fat,melō,mefɔ̄,0,noun
2498,fate,mbɔ̄,,0,noun
2499,fate (all),lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
2500,fate (destiny),mbɔ̄,,0,noun
2502,fate (lot),atsékɛ́ ŋ́gyā,atsek-ngya,0,noun
2504,father,mɔ’ɔ́,,0,noun
2505,fatigue,lekā,lika,0,noun
2506,fault,mefa,,0,noun
2507,fault (default),alɔ́’,,0,noun
2508,fear,lecɔ’," litsǝ ’ - ńcɔ’, cɔ’ɔ̄ (ńtsǝ’, tsɔ’ɔ̄)",1,verb
2514,feature (letter),akati,akɛte,0,noun
2517,feed,lezek," lizēk - ńzék, zékɛ́ (ńzék, zégé)",1,verb
2518,feel,limooti," lemɔɔte - ḿmɔɔtē, mɔɔtɛ̄ (ḿmootī, mootā)",1,verb
2520,feel good,lezo’te - ńzó’té,zó’tɛ́,1,verb
2521,feline (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
2525,female,ŋgwi,nzwí,0,noun
2527,female flower of corn,lilhu ŋgusáŋ,melhu-ŋgesáŋ,0,noun
2529,ferment,levhoone," livhɔli - ḿvhóóné, vhóónɛ́ (ḿvhɔ́lí, vhɔ́lá)",1,verb
2531,fern,aseséŋ,asiséŋ,0,noun
2533,ferret,angée,aŋgɛ́ɛ,0,noun
2535,fertile lowlands,ŋgi,,0,noun
2536,festival,lekāk,likāk,0,noun
2537,fetish protection of property,ncɔp,,0,noun
2538,fever,nnɛ̄t,,0,noun
2539,fiancee,ama’áphʉ,,0,noun
2540,fiber of the lower part of the raffia,eshʉ’é,,0,noun
2541,field,ŋkā’,,0,noun
2543,fight,lilǝ̄’," lelʉ̄ɔ̄’ - údúɔ́’, lúɔ́’ɔ́ (ńdǝ́’, lǝ́’ǝ́)",1,verb
2548,figure (target),leleŋ - údeŋ,leŋɛ,1,verb
2549,figure wearing a weird outfit,njunju,,0,noun
2550,file in the ground,lezek," lizek - ńzek, zekɛ̄ (ńzek, zegē)",1,verb
2551,fill in,liligli," leyiŋne - ŋ́gíŋné, yíŋnɛ́ (ńdíglí, líglá)",1,verb
2553,filter,lekyɛ̄t," likyɛt - ŋ́kyɛ́t, kyɛ́tɛ́ (ŋ́kyɛ́t, kyɛ́lá)",1,verb
2555,finalize,lenap etɔŋ - ńnap etɔŋ,nap etɔŋ,1,verb
2556,Finally (so),lecʉ̄’," licʉ̄’ - [0/6] ńcú’, cʉ́’ɛ́ (ńcʉ́’, cʉ́’é)",1,verb
2557,find,afu’,,0,noun
2558,find (recognize),liliŋ," leyiŋ - ŋ́giŋ, yiŋɛ̄ ( ńdiŋ , liŋā)",1,verb
2560,find insufficient,lewāk," liwāk - ŋ́gwák, wáká (ŋ́gwák, wágá)",1,verb
2561,find sthg disproportionate,liyɛti," leyɛtte - ŋ́gyɛ́ttê, yɛ́ttɛ́ (ŋ́gyɛ́tí, yɛ́tá)",1,verb
2563,fine,njú,,0,noun
2566,Fine Arts (art),levho,livhɔ,0,noun
2568,fine wire,ndap,,0,noun
2569,fined,lethʉ̄ - ńthú,thʉ́ɛ́,1,verb
2570,finger,thuɔ pū,,0,noun
2571,finger (banana),ntsɔ̄’,,0,noun
2572,finish,lemak," limak - ḿmak, makā (ḿmak, magā)",1,verb
2583,fire,mmók,,0,noun
2584,fire (light),mmók,,0,noun
2585,fire (low),apwɛl,apwɛlɛ́,2,adjective
2587,firefly,mmók nnɛ,mmók ŋiŋi,0,noun
2589,First Deputy Head of,ŋkwíéti,ntswɛ̄te,0,noun
2591,fish,esoh,eswhɛ́,0,noun
2593,fishing (sin),lefa," lifa - éfa, faā (ńfa, faā)",1,verb
2594,five,lefaá,,2,adjective
2595,fix,lecʉ," licʉ - ńcʉ, cʉʉ̄",1,verb
2597,flabby,tswɛ́t,,0,noun
2598,flag,ndlapo,,0,noun
2599,flame (fire),mmók,,0,noun
2600,flange (barrier),ake,akɛ,0,noun
2602,flat,akāŋ,,0,noun
2605,flatter,lekwā’," likwā’ - ŋ́kwá’, kwá’á",1,verb
2606,flatter (stroke),lekwā’," likwā’ - ŋ́kwá’, kwá’á",1,verb
2607,flay,lifiŋ," leswiŋ - éswiŋ, swiŋɛ̄ (ńfiŋ, fiŋā)",1,verb
2609,flee,leku," liku - ŋ́ku, kuʉ̄",1,verb
2610,flesh,mbap,,0,noun
2611,float,lela’ne," lila’li - údá’né, lá’nɛ́ (ńdá’lí, lá’lá)",1,verb
2612,floor (level),nthí,ntshí,0,noun
2614,flu,afa’te,afa’ti,0,noun
2615,flute,ndendɔŋ,ndindɔŋ,0,noun
2617,flute (sing),lezɔp," lizɔp - ńzɔp, zɔpɔ̄ (ńzɔb, zɔbā)",1,verb
2618,fly,nzenzhɛ,nzinzhɛ,0,noun
2621,fly (in air),leghī," lilhī - ŋ́ghí, ghíɛ́ (ńdhí, lhíá)",1,verb
2623,fly by making noise (wood borers),leziine," liziili - ńzííné, zíínɛ́",1,verb
2624,flying termite edible,ŋgɔ́’,,0,noun
2625,foam,efufu’,mefufu’,0,noun
2627,fog,alo,alɔ,0,noun
2629,fold,leŋɔ’ɔ," liŋɔ’ɔ - ŋ́ŋɔ́’ɔ́, ŋɔ́’ɔ́",1,verb
2633,follow,lizhɛɛli," lezhɛɛne / lezhone - ńzhɛɛnē, zhɛɛnɛ̄ (ńzhɛɛlī, zhɛɛlā)",1,verb
2635,follow (keep),lifogǝ," lefēŋ - éféŋ, féŋɛ́ (ńfégǝ́, fégǝ́)",1,verb
2639,foot,akhu,,0,noun
2640,for (a),a,,4,preposition
2641,for (end),lezokó,lizwegé,0,noun
2649,for (on),a,,4,preposition
2650,for alarm,leleŋ ŋguŋ," lileŋ ŋguŋ - údéŋ ŋguŋ, léŋ ŋguŋ (ńdéŋ ŋguŋ, léŋé ŋguŋ)",1,verb
2652,for firewood,njuŋ,nzoŋ,0,noun
2654,force,mbu’,,0,noun
2657,force (strength),mbu’,,0,noun
2658,force | forces (force),mbu’,,0,noun
2659,foreign,ŋge,ŋgʉe,0,noun
2661,forest,mbīŋ,,0,noun
2662,forestall,lepik," lipik - ḿbik, pikɛ̄ (ḿbik, pigā)",1,verb
2663,forge,ala,,0,noun
2666,forget,lilegli," lelekne - údeknē, leknɛ̄ (ńdeglī, leglā)",1,verb
2668,fork,lita’lí,leta’né,0,noun
2670,form (state),leghiite," lighiti - ŋ́ghííté, ghíítɛ́ (ŋ́ghítí, ghítá)",1,verb
2672,form ridges,lekia," likia - ŋ́kia, kia",1,verb
2673,former (old),nzweŋ,nzwiŋ,0,noun
2675,formidable (dangerous),pígá pígá,píkɛ́ píkɛ́,0,noun
2677,fortunate,eshhu mbɔŋ,,0,noun
2678,fortune (destiny),mbɔ̄,,0,noun
2679,forward (backward),leshuŋte - éshuŋtē,shuŋtɛ̄,1,verb
2680,foundation,atsékɛ́ ŋ́gyā,atsek-ngya,0,noun
2684,four,lekua,likua,2,adjective
2685,fox,tsho,,0,noun
2686,fragment,akepak,apak,0,noun
2689,frame (door),ŋgɔ́ŋɔ́-ŋgya,ŋgɔŋɔ́-ŋ́gyā,0,noun
2690,framework (song),akem,,0,noun
2693,francis drake (duck),ndɔkfáwu,alela / ndokfao,0,noun
2695,fraud,ŋgɛ́te,,0,noun
2696,fray,lesɔŋte," lisɔŋti - ésɔŋtē, sɔŋtɛ̄ (ńsɔŋtī, sɔŋtā)",1,verb
2697,free,likweti," lekwɛtte - ŋ́kwɛttē, kwɛttɛ̄ (ŋ́kwetī, kwɛtā)",1,verb
2700,freedom,aga,,0,noun
2701,freight (load),api’,,0,noun
2702,frequent,lewūā - ŋ́gwúá,wúá,1,verb
2703,frequently (much),ta’,tɛ’,5,adverb
2705,frequently interrupt when someone speaks,lipibli," lepimne - ḿbimnē, pimnɛ̄ (ḿbíblí, píblá)",1,verb
2707,friend,eso,eshúó,0,noun
2709,friend (friend),eso,eshúó,0,noun
2711,friendship,ŋkɔŋne,ŋkɔŋli,0,noun
2714,frog,ketɔ’tsa / ketsa,kutsa,0,noun
2718,from,ligʉe," legʉɔ - ŋ́gʉɔ, gʉɔ̄ (ŋ́gʉē, gʉeē)",1,verb
2720,from the mother,akɔ’ɔŋ̄gyá,,0,noun
2721,fruit,ntá áthʉ̄,,0,noun
2722,fry,lekaŋ," likaŋ - ŋ́káŋ, káŋá",1,verb
2723,fulfill a moral obligation vis-à-vis the ancestors,life’," lefɛ’ - éfɛ’, fɛ’ɛ (ńfe’, fe’ɛ̄)",1,verb
2725,fully (all),pron. ntsem,,2,adjective
2729,fully (completely),mbú,,5,adverb
2731,funds,ntwɛt,,0,noun
2732,funds (country),alā’,,0,noun
2733,funds (land),esī,,0,noun
2737,funeral,ligwhʉ̄,lewhʉ̄,0,noun
2739,funeral (funeral),ligwhʉ̄,lewhʉ̄,0,noun
2741,funnel,azia,azyɛ̄t,0,noun
2743,furrow,mbhuɛ́ŋgɔ̄ŋ,,0,noun
2744,furrow is a bunch of burned grass,aketú’,akutú ’,0,noun
2746,game (all),lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
2747,game of hide and seek,alʉɔne,,0,noun
2748,gandoura,amat,amɛt,0,noun
2750,garbage,ekaŋne,ekaŋli,0,noun
2751,gas oil (diesel),mblɛzíiŋ,,0,noun
2752,gasoline,mblɛzíiŋ,,0,noun
2753,gather,lecu’te," licu’ti - ńcú’té, cú’tɛ́ (ńcú’tí, cú’tá)",1,verb
2755,generate a good smell,lelemte," lilemti - údemtē, lemtɛ̄ (ńdemtī, lemtā)",1,verb
2756,genesis,nzií,,0,noun
2757,gently,menda,,5,adverb
2758,gently tap,likweeti," lekwɛɛte - ŋ́kwɛɛtē, kwɛɛtɛ̄ (ŋ́kweétī, kweetā)",1,verb
2760,geographical area,lekiá,lit íá,0,noun
2762,germinate,lesā’," lisā’ - ésá’, sá’á (ńsá’, sá’á)",1,verb
2763,get,liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
2765,get (win),lejhʉ̄ - újhú,jhúɛ́,1,verb
2766,get around,likali," lekɛne - ŋ́kɛ́né, kɛ́nɛ́ (ŋ́kálí, kálá)",1,verb
2768,get excited,lelu," lilu - ńdu, luū",1,verb
2769,get hot,lelo," liluŋ - údo, luɔ̄ (ńduŋ, luŋō)",1,verb
2771,get married,lela ŋgyā," lila ŋgyā - údá ŋgyā, lá ŋgyā (ńdá ŋgyā, láá ŋgyā)",1,verb
2772,get rid of bad behavior,lepi’te," lipi’ti - ḿbí’té, pí’tɛ́ (ḿbí’tí, pí’tá)",1,verb
2773,get up,lelusī," lilusī - ńdʉsī, lʉsī",1,verb
2774,gift,ntaŋá,,0,noun
2775,gin,lekok," likok - úkok, kokō (ŋ́kok, kogō)",1,verb
2776,gin (grain by grain),lekokte," likokti - ŋ́koktē, koktɛ̄ (ŋ́koktī, koktā)",1,verb
2777,ginger,ŋgwhʉ-tsɔ́’,njʉ̄úja,0,noun
2779,girl (girl),momengwí,mɔmenzwí,0,noun
2785,girl who accompanies the bride to his home,nzɔ’mpfeŋ,,0,noun
2786,girlfriend (friend),eso,eshúó,0,noun
2788,give,leyā," liyā - ŋ́gyá, yáá",1,verb
2789,give (give),leyā," liyā - ŋ́gyá, yáá",1,verb
2792,give (mark),lemāk," limāk - ḿmák, máká (ḿmák, mágá)",1,verb
2794,give (open),lige’ɛ," lezɛ’ɛ - úzɛ́’ɛ́, zɛ́’ɛ́ (ŋ́gé’ɛ́, gé’ɛ́)",1,verb
2799,give (take),leku’te," liku’li - ŋ́kú’té, kú’tɛ́ (ŋ́kú ’t í, kú’tá)",1,verb
2800,give an order discreetly,lemik - ḿmik,mikɛ̄,1,verb
2801,give in marriage,lezɔ̄’," lizɔ̄’ - ńzɔ́’, zɔ́’ɔ́",1,verb
2802,give in marriage (a girl),letso’," litswē’ - ńtsó’, tsó’ó (ńtswé’, tswé’ɛ́)",1,verb
2804,given (base),letseŋ,litseŋ,0,noun
2805,given family,akɔ’ɔŋ̄gyá,,0,noun
2806,gizzard,páŋli,páŋné,0,noun
2808,glanders,mezhō,mezwhɛ,0,noun
2812,glass,ndɔ̄ŋ,,0,noun
2814,gleam,leleŋ ne," lileŋli - údeŋnē, leŋnɛ̄ (ńdeŋlī, leŋlā)",1,verb
2819,glory,lipe,lepɛ,0,noun
2821,glory (value),alap,,0,noun
2826,glue,ele,elɛ,0,noun
2828,go,ligʉe," legʉɔ - ŋ́gʉɔ, gʉɔ̄ (ŋ́gʉē, gʉeē)",1,verb
2830,go (back),lepiŋne - ḿbiŋnē,piŋnɛ̄,1,verb
2833,go bad,lepek," lipēk - ḿbék, pékɛ́ (ḿbék, pégé)",1,verb
2834,go crazy,lepia," lipīā - ḿbíá, píá",1,verb
2836,go horizontally,leteene," litueli - útééné, téénɛ́ (ńtʉ́élí, tʉ́élá)",1,verb
2838,go out,lepī," lipi - ḿbí, píí",1,verb
2839,go straight,licōp," lecɔ̄p - ńcɔ́p, cɔ́pɔ́ (ńcóp, cóbá)",1,verb
2841,go to or in disaster,lilǝǝti," leluɔte - údúɔ́té, lúɔ́tɛ́ (ńdǝ́ǝ́tí, lǝ́ǝ́tá)",1,verb
2843,goal (end),lezokó,lizwegé,0,noun
2847,goat,mbwɔ̄p,apwɔ̄p,0,noun
2850,god,ndém,,0,noun
2852,Goldcrest (Wren),titɔŋ,tɔŋ,0,noun
2854,gonorrhea,metsɛ,,0,noun
2855,good,lipwɛlli," lepwɛnne - ḿbwɛ́nné, pwɛ́nnɛ́ (ḿbwɛ́llí, pwɛ́llá)",1,verb
2857,goodbye,ala’ne,,0,noun
2858,goodness (price),nzweŋ,nzwiŋ,0,noun
2860,gossip,lesap," lisap - ésap, sapā (ńsap, sabā)",1,verb
2863,gourd of wine,letū’,litū’n. [5/6] dana. ntū’,0,noun
2864,govern,lesā’," lisā’ - ésá’, sá’á (ńsá’, sá’á)",1,verb
2865,grab,letā," litā - útá, táá",1,verb
2868,Gradually (slowly),menda,,5,adverb
2869,gradually (slowly),menda,,5,adverb
2871,grain,mbaŋ,,0,noun
2872,grain (seed),mvem,,0,noun
2873,gramps (grandfather),mo’o ndʉ́e,mɔ’ɔ́ mɔ’ɔ́,0,noun
2875,granddaughter,méŋmēŋ,míŋ -míŋ,0,noun
2877,grandfather,mo’o ndʉ́e,mɔ’ɔ́ mɔ’ɔ́,0,noun
2879,grandmother,maáńdʉe,maáńdʉɛ,0,noun
2881,Grandpa (grandfather),mo’o ndʉ́e,mɔ’ɔ́ mɔ’ɔ́,0,noun
2883,granite,antʉʉ,ntʉʉ́,0,noun
2885,grant (authorize),lipīm," levēŋ - ḿvéŋ, véŋɛ́ (ḿbím, pímá)",1,verb
2887,grant (give),leyā," liyā - ŋ́gyá, yáá",1,verb
2888,grant (to hear),leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
2890,granule (grain),mbaŋ,,0,noun
2891,granule (seed),mvem,,0,noun
2892,grass,mvēŋ,,0,noun
2895,grass (turf),mvēŋ,,0,noun
2896,grasshopper,alambuɔ́,limbuŋɔ,0,noun
2899,grasshoppers,ŋgím,,0,noun
2900,grate,legɔ’," ligɔ ’ - ŋ́gɔ’, gɔ’ɔ̄",1,verb
2901,gravity,azɛt,,0,noun
2902,great,míá,míɛ́,2,adjective
2906,great concession,lemu’,limu’ mba,0,noun
2908,Great Escape,livo’ɔ," levu’o - ḿvu’ō, vu’ō (ḿvo’ɔ̄, vo’ɔ̄)",1,verb
2910,greedily eat (meat),lezaŋ," lizaŋ - ńzaŋ, zaŋā",1,verb
2911,greedy,lisǝ," leshʉɔ - éshʉɔ̄, shʉɔ̄ (ńsǝ, sǝǝ̄)",1,verb
2913,green (unripe),mbēk,,2,adjective
2914,greeting,atsa’te,atsa’ti,0,noun
2915,grieve (interference),legeene," ligueli - ŋ́geénē, geenɛ̄ (ŋ́guelī, guelā)",1,verb
2919,grind,lezwa’," lizwa’ - ńzwa’, zwa’ā",1,verb
2921,grinding stone,alɔgɔ,aluŋne / aluŋɔ,0,noun
2923,groan,lipūō," lepʉɔ - ḿbʉ́ɔ́, pʉ́ɔ́ (ḿbúó, púó)",1,verb
2928,groove (sulcus),mbhuɛ́ŋgɔ̄ŋ,,0,noun
2929,grope,lipīm," levēŋ - ḿvéŋ, véŋɛ́ (ḿbím, pímá)",1,verb
2931,Ground (soil),esī,,0,noun
2933,group,nno,enɔ,0,noun
2935,group visit,lewa,liwuo,0,noun
2937,grow,likwhī," letswhī - útswhí, tswhīɛ̄ (ŋ́kwhí, kwhíá)",1,verb
2939,grow (expand),lesaŋte," lisaŋti - ésaŋtē, saŋtɛ̄ (ńsaŋtī, saŋtā)",1,verb
2941,grow (increase),likwi’li," letswi’ne - útswi’nē, tswi’nɛ̄ (ŋ́kwi’lī, kwi’lā)",1,verb
2943,grow disproportionately,ligubli," lewʉpne - ŋ́gwʉpnē, wʉpnɛ̄ (ŋ́gublī, gublā)",1,verb
2945,grow morbidly,lelupte," lilyɔpti - ńdńpté, lńptɛ́ (ńdyɔ̄tí, lyɔ̄ptá)",1,verb
2947,grow slightly,likweti," lekwɛtte - ŋ́kwɛttē, kwɛttɛ̄ (ŋ́kwetī, kwɛtā)",1,verb
2949,grower (farmer),njʉ’ŋgɔŋ,,0,noun
2950,grudge,mbo,mbuo,0,noun
2952,grueau (boiled),akukúlu,,0,noun
2953,grunt,lezwɛtte," lizwɛtti - ńzwɛ́tté, zwɛ́ttɛ́ (ńzwɛ́ttí, zwɛ́ttá)",1,verb
2954,guardian,lɛɛte,,0,noun
2955,guava,ŋgoyá,,0,noun
2956,guess,letā," litā - útá, táá",1,verb
2957,guide,lepa’ne," lipa’li - ḿba’nē, pa’nɛ̄ (ḿba’lī, pa’lā)",1,verb
2958,guide animals,lepa’ne," lipa’li - ḿba’nē, pa’nɛ̄ (ḿba’lī, pa’lā)",1,verb
2959,guilt,mefa,,0,noun
2960,guinea pig,alɛ́ta,,0,noun
2961,guitar,ŋgitá,,0,noun
2962,gum,atsékɛ́ lésɔŋ,,0,noun
2963,gunpowder,meka,,0,noun
2964,günter wilhelm grass (grass),mvēŋ,,0,noun
2967,günter wilhelm grass (turf),mvēŋ,,0,noun
2968,gutter,likwi,letswi,0,noun
2970,habit,nzho,nzwhɛ́,0,noun
2976,Hades,apwɛt,,0,noun
2977,hail,liwe,lewɛ,0,noun
2979,hair,ntsɔ’,,0,noun
2981,hairdressing,acɔ’,atsǝ ’,0,noun
2983,hammer,kwe / azap,azap,0,noun
2987,hammer (crazy),apia,,0,noun
2988,hammock,akō,,0,noun
2989,hand,apū,,0,noun
2990,Hand Banana,ntsaŋ,,0,noun
2991,handle,apū ńzhō,apu nzwhɛ,0,noun
2993,handle (knife or machete),ŋgwɛ́t,,0,noun
2994,handle carelessly,letīp - ńtíp,típɛ́,1,verb
2995,handle of the ax,fe,fʉe,0,noun
2997,handle with care,lelʉʉne," lilʉʉli - ńdʉ̄ʉ̄né, lʉ́ʉ́né (ńdʉ́ʉ́lí, lʉ́ʉ́lá)",1,verb
2998,hang,lekyɛlɛ," likyɛt - ŋ́kyɛlɛ̄, kyɛlɛ̄ (ŋ́kyɛt, kyɛlā)",1,verb
3006,hang in several places,lekyɛtte - ŋ́kyɛttē,kyɛttɛ̄,1,verb
3007,hang on,letseŋne," litseŋli - ńtséŋné, tséŋnɛ́ (ńtséŋlí, tséŋlá)",1,verb
3008,hangar,ntap,,0,noun
3009,happiness,lepɔŋ,lipɔŋ,0,noun
3010,harass,lefeene," lifǝǝli - éfééné, féénɛ́ (ńfǝ́ǝ́lí, fǝ́ǝ́lá)",1,verb
3012,hard,atuee,atuɛ́,2,adjective
3014,hard labor,metʉ’,,0,noun
3015,hard work,metʉ’,,0,noun
3016,harden,lete," litue - úte, tuɛ̄ (ńtue, tuē)",1,verb
3020,harvest,lekāp," likāp - úkáp, kápá (ŋ́káp, kábá)",1,verb
3022,has (a),a,,4,preposition
3023,hassle,azwa’,,0,noun
3024,hasten,ligagli," legakne - ŋ́gákné, gáknɛ́ (ŋ́gáglí, gáglá)",1,verb
3026,hat,acɔ’,atsǝ ’,0,noun
3028,hatch,lekyɛt - ŋ́kyɛt,kyɛtɛ̄,1,verb
3030,hatching a plot,letaŋte," litaŋti - útáŋté, táŋtɛ́ (ńtáŋtí, táŋtá)",1,verb
3031,hate,liŋyali," leŋyaŋne - ŋ́ŋyaŋnē, ŋyaŋnɛ̄ (ŋ́ŋyaŋlī, ŋyaŋlā)",1,verb
3035,hate (sick),atek,atekɛ,0,noun
3037,hating each other,lepaane," lipaali - ḿbaanē, paanɛ̄ (ḿbaalī, paalā)",1,verb
3038,have,liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
3041,have (be),legɔ̄ / lewɔ̄," lipɔ̄ - ŋ́gɔ́, gɔ́ɔ́ (ḿbɔ̄, pɔ̄ɔ̄)",1,verb
3047,have (driving),lisoŋ," leshuŋ - éshuŋ, shuŋɔ̄ (ńsoŋ, soŋō)",1,verb
3049,have (have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
3053,have (possess),lepɔ̄ŋ," lipɔ̄ŋ - ḿbɔŋ, pɔ́ŋɔ́ (ḿbɔ́ŋ, pɔ́ŋɔ́)",1,verb
3056,have (receivable),leghi," lilhi - ŋ́ghi, ghiɛ̄ (ńdhi, lhiā)",1,verb
3060,have (target),leleŋ - údeŋ,leŋɛ,1,verb
3061,have (wear),likʉe," lekʉɛ - ŋ́kʉɛ, kʉɛ̄ (ŋ́kʉe, kʉē)",1,verb
3064,have exquisite taste,lepɔŋ," lipɔŋ - ḿbɔŋ, pɔŋɔ̄",1,verb
3065,have kwashiorkor,leluute," liluuti - ńdʉʉtē, lʉʉtɛ̄ (ńduutī, luutā)",1,verb
3066,have mercy,letsā," litsā - ńtsá, tsáá",1,verb
3067,have sex (for men),lelɔk," lilɔk - ńdɔk, lɔkɔ (ńdɔk, lɔgɔ̄)",1,verb
3068,have sth in common,lepuute," lipuuti - ḿbúúté, púútɛ́ (ḿbúútí, púútá)",1,verb
3069,hay (straw),epíŋ,,0,noun
3070,Hazing,amāp,,0,noun
3071,head,athū,,0,noun
3072,heap,apfhɔ́,,0,noun
3074,hear,leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
3076,hearse (funeral),ligwhʉ̄,lewhʉ̄,0,noun
3078,heart,atē,ntǝ,0,noun
3082,heart (love),ŋkɔŋne,ŋkɔŋli,0,noun
3083,Hearthstone,ntō,ntɔ̄,0,noun
3085,heat,lepap," lipap - ḿbáp, pápá (ḿbáp, pábá)",1,verb
3086,heaviness,azɛt,,0,noun
3087,hedge,ake,akɛ,0,noun
3089,heel,atseŋɛ khu,,0,noun
3090,heir,njhuŋgyā,,0,noun
3091,hello!,yɛ́mba,,7,interjection
3092,help,lehīp - éhíp,hípɛ́,1,verb
3094,help each other,lehipte - éhípté,híptɛ́,1,verb
3095,help make the first steps,letsaŋ," litsaŋ / litsaŋli - ńtsaŋ, tsaŋā (ńtsaŋlī, tsaŋlā)",1,verb
3097,helpfulness,azaŋliī,azaŋne,0,noun
3099,hen,ŋgāp,,0,noun
3100,here,ega,,3,pronoun
3101,heritage,atekɛ,atek,0,noun
